어떠/B_XRI	어떠/XR
국군/B_NNGI	국군/NNG
재정난/B_NNGII	재정난/NNG
꼬박꼬박/B_MAGIII	꼬박꼬박/MAG
시장/B_NNGI	시장/NNG
마닐라/B_NNPII	마닐라/NNP
양부모/B_NNGII	양부모/NNG
바로/B_MAGI	바로/MAG
뷔페/B_NNGI	뷔페/NNG
다는데/B_ECII	다는데/EC
미넬리/B_NNPII	미넬리/NNP
신속/B_NNGI	신속/NNG
마주칠/B_VVII+ETM	마주치/VV + ㄹ/ETM
하였/B_VV+B_NYI_EP	하/VV + 았/EP
건/B_EC	건/EC
저곳/B_NPI	저곳/NP
그래/B_ICI	그래/IC
그래/B_VVI_VV+EC	그러/VV + 어/EC
추적/B_NNGI	추적/NNG
9425/B_SNIII	9425/SN
이용료/B_NNGII	이용료/NNG
익히/B_VVI	익히/VV
산/B_NNG	산/NNG
머뭇거린다/B_VVIII+B_NYI_EF	머뭇거리/VV + ㄴ다/EF
정부/B_NNGI	정부/NNG
사흘/B_NNGI	사흘/NNG
권대/B_XSNI	권/XSN
나약/B_NNGI	나약/NNG
던데요/B_EFII	던데요/EF
흘려주/B_VVII	흘려주/VV
놓친/B_VVI+ETM	놓치/VV + ㄴ/ETM
년/B_NNB	년/NNB
뿌리/B_NNGI	뿌리/NNG
거치/B_VVI	거치/VV
속옷/B_NNGI	속옷/NNG
맞닿/B_VVI	맞닿/VV
후계자/B_NNGII	후계자/NNG
입장객/B_NNGII	입장객/NNG
인간미/B_NNGII	인간미/NNG
다사/B_NNPI	다사/NNP
학교/B_NNGI	학교/NNG
본인/B_NNGI	본인/NNG
얼마나/B_MAGII	얼마나/MAG
바락바락/B_MAGIII	바락바락/MAG
치욕/B_NNGI	치욕/NNG
볼록/B_MAGI	볼록/MAG
1911/B_SNIII	1911/SN
에쵸티/B_NNPII	에쵸티/NNP
19/B_SNI	19/SN
곡/B_NNG	곡/NNG
황홀/B_NNGI	황홀/NNG
치여/B_VVI+EC	치이/VV + 어/EC
옷/B_NNG	옷/NNG
몫/B_NNG	몫/NNG
물어뜯/B_VVII	물어뜯/VV
드러내/B_VVII	드러내/VV
소화기/B_NNGII	소화기/NNG
장비/B_NNGI	장비/NNG
종이/B_NNGI	종이/NNG
동시/B_NNGI	동시/NNG
안겨/B_VVI+EC	안기/VV + 어/EC
소위/B_MAGI	소위/MAG
60/B_SNI	60/SN
거르/B_VVI	거르/VV
심의관/B_NNGII	심의관/NNG
공교육/B_NNGII	공교육/NNG
깔깔거리/B_VVIII	깔깔거리/VV
온몸/B_NNGI	온몸/NNG
배웅/B_NNGI	배웅/NNG
비추/B_VVI	비추/VV
만능/B_NNGI	만능/NNG
삼/B_VV	삼/VV
수세미/B_NNGII	수세미/NNG
빌딩/B_NNGI	빌딩/NNG
여겨/B_VVI+EC	여기/VV + 어/EC
소년단/B_NNGII	소년단/NNG
께서/B_JKSI	께서/JKS
평점/B_NNGI	평점/NNG
포기/B_NNGI	포기/NNG
받아들였/B_VVIII+EP	받아들이/VV + 었/EP
저질렀/B_VVII+EP	저지르/VV + 었/EP
일본/B_NNPI	일본/NNP
내달/B_NNGI	내달/NNG
갔었/B_VV+EPI	가/VV + 았었/EP
생겨날/B_VVII+ETM	생겨나/VV + ㄹ/ETM
56/B_SNI	56/SN
특종/B_NNGI	특종/NNG
턱/B_NNB	턱/NNB
으려던/B_ETMII	으려던/ETM
낯모르/B_VVII	낯모르/VV
섹시하/B_VAII	섹시하/VA
조용히/B_MAGII	조용히/MAG
뒤지/B_VVI	뒤지/VV
떠먹/B_VVI	떠먹/VV
열리/B_VVI	열리/VV
턱/B_NNG	턱/NNG
맞이/B_NNGI	맞이/NNG
몰래/B_MAGI	몰래/MAG
울/B_VV	울/VV
잇따라/B_VVII+EC	잇따르/VV + 아/EC
사단/B_NNGI	사단/NNG
대강/B_MAGI	대강/MAG
우/B_NNG	우/NNG
유대/B_NNGI	유대/NNG
일/B_VCP+ETM	이/VCP + ㄹ/ETM
셀/B_VV+ETM	세/VV + ㄹ/ETM
이해/B_NNGI	이해/NNG
지냈/B_VVI+EP	지내/VV + 었/EP
고티에/B_NNPII	고티에/NNP
흙/B_NNG	흙/NNG
될까/B_VV+EFI	되/VV + ㄹ까/EF
OTF/B_SLII	OTF/SL
코앞/B_NNGI	코앞/NNG
곡물/B_NNGI	곡물/NNG
큰댁/B_NNGI	큰댁/NNG
상투/B_NNGI	상투/NNG
예감/B_NNGI	예감/NNG
최악/B_NNGI	최악/NNG
드러나/B_VVII+EC	드러나/VV + 아/EC
이제/B_MAGI	이제/MAG
걸/B_NNB+JKO	것/NNB + ㄹ/JKO
유감/B_NNGI	유감/NNG
윙크/B_NNGI	윙크/NNG
나빠/B_VAI_EC	나쁘/VA
한다면/B_VV+ECII	하/VV + ㄴ다면/EC
코너/B_NNGI	코너/NNG
큰아들/B_NNGII	큰아들/NNG
김부일/B_NNPII	김부일/NNP
스테이지/B_NNGIII	스테이지/NNG
반색/B_NNGI	반색/NNG
식도/B_NNGI	식도/NNG
전했/B_VVI+EP	전하/VV + 았/EP
웅성거리/B_VVIII	웅성거리/VV
수집/B_NNGI	수집/NNG
화요일/B_NNGII	화요일/NNG
격렬/B_XRI	격렬/XR
이사회/B_NNGII	이사회/NNG
반명함판/B_NNGIII	반명함판/NNG
보수/B_NNGI	보수/NNG
23/B_SNI	23/SN
미니/B_NNGI	미니/NNG
로선/B_JKBI+JX	로서/JKB + 는/JX
9886/B_SNIII	9886/SN
옴/B_VX+ETN	오/VX + ㅁ/ETN
나른/B_XRI	나른/XR
시시덕거리/B_VVIIII	시시덕거리/VV
색/B_NNG	색/NNG
뇌/B_NNG	뇌/NNG
충전/B_NNGI	충전/NNG
다반사/B_NNGII	다반사/NNG
포르투갈/B_NNPIII	포르투갈/NNP
피아노/B_NNGII	피아노/NNG
당/B_XSN	당/XSN
김죽화/B_NNPII	김죽화/NNP
좀처럼/B_MAGII	좀처럼/MAG
탄탄/B_XRI	탄탄/XR
훈훈/B_XRI	훈훈/XR
다정다감/B_XRIII	다정다감/XR
아주/B_MAGI	아주/MAG
올라오/B_VVII	올라오/VV
글자/B_NNGI	글자/NNG
베이비/B_NNGII	베이비/NNG
베란다/B_NNGII	베란다/NNG
에겐/B_JKBI+JX	에게/JKB + ㄴ/JX
연말/B_NNGI	연말/NNG
이현태/B_NNPII	이현태/NNP
한국조류보호협회/B_NNPIIIIIII	한국조류보호협회/NNP
나가/B_VXI	나가/VX
자축/B_NNGI	자축/NNG
불안/B_NNGI	불안/NNG
입학/B_NNGI	입학/NNG
강/B_XR	강/XR
들뢰즈/B_NNPII	들뢰즈/NNP
제인/B_NNPI	제인/NNP
습니까/B_EFII	습니까/EF
강해서/B_VVI_ECI	강하/VV
될까/B_VV+ECI	되/VV + ㄹ까/EC
전혀/B_MAGI	전혀/MAG
무거운/B_VAI+B_NYI_ETM	무겁/VA + ㄴ/ETM
아버님/B_NNGII	아버님/NNG
뛰/B_VV	뛰/VV
부잣집/B_NNGII	부잣집/NNG
긴박/B_NNGI	긴박/NNG
부러움/B_VAI+B_NYI_ETN	부럽/VA + ㅁ/ETN
적힌/B_VVI+ETM	적히/VV + ㄴ/ETM
홀로/B_MAGI	홀로/MAG
인스턴트/B_NNGIII	인스턴트/NNG
개/B_VV	개/VV
나가/B_VVI	나가/VV
주부/B_NNGI	주부/NNG
조카/B_NNGI	조카/NNG
기다리/B_VVII	기다리/VV
끈/B_NNG	끈/NNG
약/B_NNG	약/NNG
경영/B_NNGI	경영/NNG
분리/B_NNGI	분리/NNG
But/B_SLII	But/SL
기다란/B_VAII+ETM	기다랗/VA + ㄴ/ETM
지식인/B_NNGII	지식인/NNG
시리즈/B_NNGII	시리즈/NNG
이산화탄소/B_NNGIIII	이산화탄소/NNG
어요/B_EFI	어요/EF
섭외/B_NNGI	섭외/NNG
당장/B_NNGI	당장/NNG
국제/B_NNGI	국제/NNG
위해/B_VVI+EC	위하/VV + 아/EC
지구전/B_NNGII	지구전/NNG
출품/B_NNGI	출품/NNG
칼륨/B_NNGI	칼륨/NNG
포함돼/B_NNGII+EC	포함/NNG + 되/XSV
동태/B_NNGI	동태/NNG
그러면/B_MAJII	그러면/MAJ
지난/B_VVI+ETM	지나/VV + ㄴ/ETM
입장료/B_NNGII	입장료/NNG
폭행/B_NNGI	폭행/NNG
들어왔/B_VVII+EP	들어오/VV + 았/EP
전산/B_NNGI	전산/NNG
언어/B_NNGI	언어/NNG
신진대사/B_NNGIII	신진대사/NNG
정들/B_VVI	정들/VV
매겨/B_VVI+EC	매기/VV + 어/EC
나뒹굴/B_VVII	나뒹굴/VV
정반대/B_NNGII	정반대/NNG
예상된다/B_NNGB_XSV+B_NYI_EF	예상/NNG + 되/XSV + ㄴ다/EC
정권/B_NNGI	정권/NNG
스위스/B_NNPII	스위스/NNP
밥/B_NNG	밥/NNG
나마/B_EC+B_NYI_VV	나/EC + 말/VV
초면/B_NNGI	초면/NNG
공문/B_NNGI	공문/NNG
엄해/B_VAI+EC	엄하/VA + 아/EC
들어오/B_VVII	들어오/VV
볼/B_VV+ETM	보/VV + ㄹ/ETM
끊기/B_VVI	끊기/VV
강습/B_NNGI	강습/NNG
일기장/B_NNGII	일기장/NNG
채택/B_NNGI	채택/NNG
양보/B_NNGI	양보/NNG
수상/B_NNGI	수상/NNG
다행/B_NNGI	다행/NNG
게다가/B_MAGII	게다가/MAG
학예/B_NNGI	학예/NNG
이른바/B_MAGII	이른바/MAG
아쿠아/B_NNGII	아쿠아/NNG
여부/B_NNGI	여부/NNG
잘못/B_NNGI	잘못/NNG
손질/B_NNGI	손질/NNG
대국민/B_NNGII	대국민/NNG
다가와/B_VVII+EC	다가오/VV + 아/EC
산자락/B_NNGII	산자락/NNG
힘줄/B_VVI+ETM	힘주/VV + ㄹ/ETM
안다/B_VV+EFI	알/VV + ㄴ다/EF
걸음/B_NNGI	걸음/NNG
늘어나/B_VVII+EC	늘어나/VV + 아/EC
삼성동/B_NNPII	삼성동/NNP
탐욕/B_NNGI	탐욕/NNG
공간/B_NNGI	공간/NNG
노조/B_NNGI	노조/NNG
독립/B_NNGI	독립/NNG
358/B_SNII	358/SN
비교/B_NNGI	비교/NNG
떨어진/B_VVII+ETM	떨어지/VV + ㄴ/ETM
샌들/B_NNGI	샌들/NNG
판도/B_NNGI	판도/NNG
쫑/B_NNG	쫑/NNG
본/B_VX+ETM	보/VX + ㄴ/ETM
항구/B_NNGI	항구/NNG
진부/B_XRI	진부/XR
대개/B_MAGI	대개/MAG
래/B_VCP+EF	이/VCP + 래/EF
의/B_JKG	의/JKG
웃긴다/B_VVI+B_NYI_EF	웃기/VV + ㄴ다/EF
려는데/B_ECII	려는데/EC
보충/B_NNGI	보충/NNG
복사/B_NNGI	복사/NNG
맞잡/B_VVI	맞잡/VV
약한/B_VAI+ETM	약하/VA + ㄴ/ETM
막바지/B_NNGII	막바지/NNG
대물림/B_NNGII	대물림/NNG
탄압/B_NNGI	탄압/NNG
쓰이/B_VVI	쓰이/VV
정부관/B_NNGII	정부관/NNG
쳐들어와/B_VVIII+EC	쳐들어오/VV + 아/EC
열/B_VV+ETM	열/VV + ㄹ/ETM
함/B_XSV+ETN	하/XSV + ㅁ/ETN
한껏/B_MAGI	한껏/MAG
으시는지/B_EPII+B_NYI_EC	으시/EP + 시/EP
캠퍼스/B_NNGII	캠퍼스/NNG
엄청난/B_VAII+ETM	엄청나/VA + ㄴ/ETM
회관/B_NNGI	회관/NNG
심오/B_XRI	심오/XR
방위/B_NNGI	방위/NNG
볏짚/B_NNGI	볏짚/NNG
떠난/B_VVI+ETM	떠나/VV + ㄹ/ETM
숨길/B_VVI+ETM	숨기/VV + ㄹ/ETM
니/B_VCP+EC	이/VCP + 니/EC
버렸겠/B_VXI+B_NYI_EP	버리/VX + 었/EP
적절/B_XRI	적절/XR
새워/B_VVI+EC	새우/VV + 어/EC
관찰자/B_NNGII	관찰자/NNG
읽/B_VV	읽/VV
파묻/B_VVI	파묻/VV
다했/B_VX+B_NYI_EC+B_NY	주/VX + ㄴ다/EC
망친/B_VVI+ETM	망치/VV + ㄴ/ETM
드러났/B_VVI+EP	드러나/VV + 았/EP
내려갈/B_VVII+ETM	내려가/VV + ㄹ/ETM
되레/B_MAGI	되레/MAG
주체/B_NNGI	주체/NNG
지적한다/B_NNGB_XSV+B_NYI_EF	지적/NNG + 하/XSV + ㄴ다/EC
의생활/B_NNGII	의생활/NNG
거나/B_VCP+B_NYI_EC	이/VCP + 거나/EC
영어/B_NNPI	영어/NNP
거느리/B_VVII	거느리/VV
지도/B_NNGI	지도/NNG
방사선과/B_NNGIII	방사선과/NNG
지리/B_NNGI	지리/NNG
깨우침/B_VVII+ETN	깨우치/VV + ㅁ/ETN
주장/B_NNGI	주장/NNG
부곡/B_NNPI	부곡/NNP
사뭇/B_MAGI	사뭇/MAG
접근/B_NNGI	접근/NNG
강연/B_NNGI	강연/NNG
대여섯/B_NRII	대여섯/NR
불신/B_NNGI	불신/NNG
정신없이/B_MAGIII	정신없이/MAG
우르르/B_MAGII	우르르/MAG
굶주린/B_VVII+ETM	굶주리/VV + ㄴ/ETM
짐/B_NNG	짐/NNG
새벽바람/B_NNGIII	새벽바람/NNG
수용/B_NNGI	수용/NNG
만능주의/B_NNGIII	만능주의/NNG
이민/B_NNGI	이민/NNG
학술부/B_NNGII	학술부/NNG
예민/B_XRI	예민/XR
교육방송/B_NNPIII	교육방송/NNP
구나/B_VCP+B_NYI_EF	이/VCP + 구나/EF
가수/B_NNGI	가수/NNG
맡기/B_VVI	맡기/VV
정상/B_NNGI	정상/NNG
자태/B_NNGI	자태/NNG
암/B_NNG	암/NNG
봤/B_VX+EP	보/VX + 았/EP
자며/B_ECI	자며/EC
톱기사/B_NNGII	톱기사/NNG
본/B_NNG	본/NNG
응급실/B_NNGII	응급실/NNG
아스팔트/B_NNGIII	아스팔트/NNG
귤색/B_NNGI	귤색/NNG
란/B_ETM	란/ETM
버너/B_NNGI	버너/NNG
법륜/B_NNGI	법륜/NNG
국어/B_NNGI	국어/NNG
패/B_VV	패/VV
발간/B_NNGI	발간/NNG
청소차/B_NNGII	청소차/NNG
칠판/B_NNGI	칠판/NNG
관련/B_NNGI	관련/NNG
으라고/B_ECII	으라고/EC
젖혔/B_VVI+EP	젖히/VV + 었/EP
기집애/B_NNGII	기집애/NNG
주먹/B_NNGI	주먹/NNG
방갈로/B_NNGII	방갈로/NNG
외계인/B_NNGII	외계인/NNG
억척/B_NNGI	억척/NNG
학대/B_NNGI	학대/NNG
서두르/B_VVII	서두르/VV
시폰/B_NNGI	시폰/NNG
야심/B_NNGI	야심/NNG
불렀/B_VV+B_NYI+EP	부르/VV + 었/EP
편찬/B_NNGI	편찬/NNG
복수/B_NNGI	복수/NNG
을게/B_EFI	을게/EF
연구실/B_NNGII	연구실/NNG
모른다는/B_VVI+B_NYI_ETMI	모르/VV + ㄴ다는/ETM
메아리/B_NNGII	메아리/NNG
초기/B_NNGI	초기/NNG
지성이/B_NNPII	지성이/NNP
매월/B_MAGI	매월/MAG
연줄/B_NNGI	연줄/NNG
패치워크/B_NNGIII	패치워크/NNG
산림청/B_NNGII	산림청/NNG
허튼/B_NNPI	허튼/NNP
명랑/B_NNGI	명랑/NNG
계략/B_NNGI	계략/NNG
달랑/B_MAGI	달랑/MAG
지/B_XSA+EC	하/XSA + 지/EC
사원/B_NNGI	사원/NNG
방향/B_NNGI	방향/NNG
잠겨/B_VVI+EC	잠기/VV + 어/EC
로랑/B_NNPI	로랑/NNP
강렬/B_XRI	강렬/XR
실물/B_NNGI	실물/NNG
어찌/B_MAGI	어찌/MAG
서무과/B_NNGII	서무과/NNG
긴급/B_NNGI	긴급/NNG
꺼질/B_VVI+ETM	꺼지/VV + ㄹ/ETM
한/B_MM	한/MM
미담/B_NNGI	미담/NNG
옹진/B_NNPI	옹진/NNP
쌀쌀맞/B_VAII	쌀쌀맞/VA
가사/B_NNGI	가사/NNG
관광전/B_NNGII	관광전/NNG
수압/B_NNGI	수압/NNG
화산리/B_NNPII	화산리/NNP
건지도/B_NNB+B_NYI_VCPI+JX	것/NNB + 이/VCP
야지/B_EFI	아야지/EF
한/B_NNG	한/NNG
블라우스/B_NNGIII	블라우스/NNG
83/B_SNI	83/SN
단과/B_NNGI	단과/NNG
뒤편/B_NNGI	뒤편/NNG
으면서/B_ECII	으면서/EC
아동/B_NNGI	아동/NNG
야광/B_NNGI	야광/NNG
네놈/B_NPI	네놈/NP
시간표/B_NNGII	시간표/NNG
한/B_NNP	한/NNP
유치원/B_NNGII	유치원/NNG
짜르/B_VVI	짜르/VV
오상민/B_NNPII	오상민/NNP
포착/B_NNGI	포착/NNG
형제/B_NNGI	형제/NNG
옮긴다면/B_VVI+B_NYI_ECI	옮기/VV + ㄴ다면/EC
무섭/B_VAI	무섭/VA
져야/B_VV+ECI	지/VV + 어야/EC
하셔/B_XSVI+EF	하/XSV + 시/EP
는다면/B_ECII	는다면/EC
전송망/B_NNGII	전송망/NNG
도막/B_NNGI	도막/NNG
빠져서/B_VVI+ECI	빠지/VV + 어서/EC
목청/B_NNGI	목청/NNG
인도/B_NNPI	인도/NNP
훑어가/B_VVII	훑어가/VV
한다/B_VV+EFI	하/VV + ㄴ다/EF
또래/B_NNGI	또래/NNG
공단/B_NNGI	공단/NNG
박/B_NNB	박/NNB
직물/B_NNGI	직물/NNG
그런가/B_VAI+B_NYI_EC	그렇/VA + ㄴ가/EC
아나/B_VV+B_NYI_EF	알/VV + 나/EF
이어/B_MAGI	이어/MAG
박/B_NNP	박/NNP
붙잡/B_VVI	붙잡/VV
리셉션/B_NNGII	리셉션/NNG
걸까?/B_NNB+B_NYI_VCPI+SF	것/NNB + 이/VCP
그런가/B_VAI+B_NYI_EF	그렇/VA + ㄴ가/EF
서부터/B_JKBII	서부터/JKB
필/B_NNP	필/NNP
가무스름/B_XRIII	가무스름/XR
탈/B_NNG	탈/NNG
축적/B_NNGI	축적/NNG
아저씨/B_NNGII	아저씨/NNG
우리/B_NNGI	우리/NNG
가평군/B_NNPII	가평군/NNP
그러모아/B_VVIII+EC	그러모으/VV + 아/EC
선전/B_NNGI	선전/NNG
앤/B_NNP	앤/NNP
춰댈/B_VV+B_NYI_EC+VX	추/VV + 어/EC
구부정/B_XRII	구부정/XR
결핵/B_NNGI	결핵/NNG
박동/B_NNGI	박동/NNG
그래서/B_MAJII	그래서/MAJ
똥개/B_NNGI	똥개/NNG
관/B_NNG	관/NNG
아픈/B_VAI+ETM	아프/VA + ㄴ/ETM
태음인/B_NNGII	태음인/NNG
교육법/B_NNGII	교육법/NNG
캐/B_VV	캐/VV
생리/B_NNGI	생리/NNG
갈라지/B_VVII	갈라지/VV
탔/B_VV+EP	타/VV + 았/EP
오토메이션/B_NNGIIII	오토메이션/NNG
갑갑/B_XRI	갑갑/XR
반복/B_NNGI	반복/NNG
말끔히/B_MAGII	말끔히/MAG
악화/B_NNGI	악화/NNG
요율/B_NNGI	요율/NNG
수군거렸/B_VVIII+EP	수군거리/VV + 었/EP
구하/B_VVI	구하/VV
산뜻/B_XRI	산뜻/XR
은닉/B_NNGI	은닉/NNG
심해/B_VAI_EC	심하/VA
대항/B_NNGI	대항/NNG
외국인/B_NNGII	외국인/NNG
각자/B_NNGI	각자/NNG
중복/B_NNGI	중복/NNG
드러냈/B_VVII+EP	드러내/VV + 었/EP
찌푸려/B_VVII+EC	찌푸리/VV + 어/EC
행각/B_NNGI	행각/NNG
증거/B_NNGI	증거/NNG
통해/B_VVI+EC	통하/VV + 아/EC
마지막/B_NNGII	마지막/NNG
식기장/B_NNGII	식기장/NNG
만지/B_VVI	만지/VV
나날/B_NNGI	나날/NNG
돼도/B_VV+ECI	되/VV + 어도/EC
잡아먹/B_VVII	잡아먹/VV
주저앉/B_VVII	주저앉/VV
떠들/B_VVI	떠들/VV
큰일/B_NNGI	큰일/NNG
금색/B_NNGI	금색/NNG
촌지/B_NNGI	촌지/NNG
마찬가집/B_NNGIII+B_NY	마찬가지/NNG + 이/VCP
는구나/B_EFII	는구나/EF
계통/B_NNGI	계통/NNG
편력/B_NNGI	편력/NNG
올려/B_VVI+EC	올리/VV + 어/EC
입봉/B_NNGI	입봉/NNG
백마/B_NNGI	백마/NNG
질투/B_NNGI	질투/NNG
려니/B_VCP+B_NYI_EC	이/VCP + 려니/EC
나/B_VX	나/VX
부글부글/B_MAGIII	부글부글/MAG
절대/B_NNGI	절대/NNG
식민지/B_NNGII	식민지/NNG
나/B_VV	나/VV
무려/B_MAGI	무려/MAG
국방/B_NNGI	국방/NNG
노려보/B_VVII	노려보/VV
시설과/B_NNGII	시설과/NNG
죽/B_VV	죽/VV
나서/B_VVI+EC	나서/VV + 어/EC
물체/B_NNGI	물체/NNG
발코니/B_NNGII	발코니/NNG
으셔도/B_EPI+ECI	으시/EP + 어도/EC
김포공항/B_NNPIII	김포공항/NNP
경비/B_NNGI	경비/NNG
개장/B_NNGI	개장/NNG
토사물/B_NNGII	토사물/NNG
머스크멜론/B_NNGIIII	머스크멜론/NNG
사회/B_NNGI	사회/NNG
에다가/B_JKBII	에다가/JKB
코트/B_NNGI	코트/NNG
눌렀/B_VV+B_NYI+EP	누르/VV + 었/EP
천만/B_NRI	천만/NR
수입원/B_NNGII	수입원/NNG
건수/B_NNGI	건수/NNG
으니/B_EFI	으니/EF
누구인지/B_NPB_VCP+B_NYI_EF	누구/NP + 이/VCP + ㄴ지/EC
대등/B_NNGI	대등/NNG
빈/B_VA+ETM	비/VA + ㄴ/ETM
내몰/B_VVI	내몰/VV
원형/B_NNGI	원형/NNG
벼리/B_NNGI	벼리/NNG
매만졌/B_VVII+EP	매만지/VV + 었/EP
무용/B_NNGI	무용/NNG
심사/B_NNGI	심사/NNG
판정/B_NNGI	판정/NNG
경성고/B_NNPII	경성고/NNP
학습법/B_NNGII	학습법/NNG
탑/B_NNG	탑/NNG
압도/B_NNGI	압도/NNG
솥뚜껑/B_NNGII	솥뚜껑/NNG
엎지를/B_VVII+ETM	엎지르/VV + ㄹ/ETM
경춘/B_NNPI	경춘/NNP
아낌없/B_VAII	아낌없/VA
무/B_NNG	무/NNG
개국/B_NNBI	개국/NNB
나갈/B_VXI+ETM	나가/VX + ㄹ/ETM
전공/B_NNGI	전공/NNG
꾸민다는/B_VVI+B_NYI_ETMI	꾸미/VV + ㄴ다는/ETM
강탈/B_NNGI	강탈/NNG
나/B_JC	나/JC
연다/B_VV+EFI	열/VV + ㄴ다/EF
탱고/B_NNGI	탱고/NNG
미소년/B_NNGII	미소년/NNG
할게/B_XSV+B_NYI_EF	하/XSV + ㄹ게/EF
그림/B_NNGI	그림/NNG
먼저/B_MAGI	먼저/MAG
커진/B_VA+B_NYI_EC+VX	크/VA + 어/EC
응용력/B_NNGII	응용력/NNG
확/B_MAG	확/MAG
나/B_JX	나/JX
이용객/B_NNGII	이용객/NNG
비해/B_VVI+EC	비하/VV + 아/EC
브라운관/B_NNGIII	브라운관/NNG
뛰어오르/B_VVIII	뛰어오르/VV
저렇/B_VAI	저렇/VA
빈/B_VV+ETM	비/VV + ㄴ/ETM
수양관/B_NNGII	수양관/NNG
내려오/B_VVII	내려오/VV
으니/B_ECI	으니/EC
애인/B_NNGI	애인/NNG
외출/B_NNGI	외출/NNG
광주/B_NNPI	광주/NNP
남용/B_NNGI	남용/NNG
자세히/B_MAGII	자세히/MAG
만나/B_VVI+EC	만나/VV + 아/EC
분/B_XSN	분/XSN
옆구리/B_NNGII	옆구리/NNG
밖/B_NNG	밖/NNG
묻혀/B_VVI+EC	묻히/VV + 어/EC
움찔/B_MAGI	움찔/MAG
부차/B_NNGI	부차/NNG
요샌/B_NNGI+JX	요새/NNG + ㄴ/JX
고혹/B_NNGI	고혹/NNG
가졌었다/B_VVI+B_NYI_EPI+EF	가지/VV + 었었/EP
고갈/B_NNGI	고갈/NNG
태어나/B_VVII+EC	태어나/VV + 아/EC
트/B_VV	트/VV
이례/B_NNGI	이례/NNG
징후/B_NNGI	징후/NNG
김장/B_NNGI	김장/NNG
79/B_SNI	79/SN
들어가서/B_VVII+B_NYI_EC	들어가/VV + 아서/EC
진흥회/B_NNGII	진흥회/NNG
제빵/B_NNGI	제빵/NNG
거래/B_NNGI	거래/NNG
한줄기/B_NNGII	한줄기/NNG
니퍼/B_NNGI	니퍼/NNG
어다/B_ECI	어다/EC
맡겼/B_VVI+EP	맡기/VV + 었/EP
줄그은/B_NNG+B_NYI_VV+B_NYI_ETM	줄/NNG + 긋/VV
원칙/B_NNGI	원칙/NNG
은색/B_NNGI	은색/NNG
록/B_NNG	록/NNG
케케묵/B_VAII	케케묵/VA
거쳐/B_VVI+EC	거치/VV + 어/EC
영주/B_NNGI	영주/NNG
모든/B_MMI	모든/MM
끄떡없/B_VAII	끄떡없/VA
참석/B_NNGI	참석/NNG
뼈대/B_NNGI	뼈대/NNG
깜빡/B_MAGI	깜빡/MAG
잡혔/B_VVI+B_NY	잡히/VV + 었/EP
나/B_NP	나/NP
움직임/B_NNGII	움직임/NNG
대입/B_NNGI	대입/NNG
청소/B_NNGI	청소/NNG
치켜올렸/B_VVIII+EP	치켜올리/VV + 었/EP
나와/B_VVI_EC	나오/VV
든다는/B_VV+ETMII	들/VV + ㄴ다는/ETM
목표/B_NNGI	목표/NNG
작년/B_NNGI	작년/NNG
엄히/B_MAGI	엄히/MAG
처럼/B_JKBI	처럼/JKB
대한석궁연맹/B_NNPIIIII	대한석궁연맹/NNP
더니/B_EFI	더니/EF
헤어졌/B_VVII+EP	헤어지/VV + 었/EP
도적/B_NNGI	도적/NNG
이른다/B_VVI+B_NYI_EF	이르/VV + ㄴ다/EF
거슬러/B_VVII+EC	거스르/VV + 어/EC
만나야/B_VVI+B_NYI_EC	만나/VV + 아야/EC
발단/B_NNGI	발단/NNG
먹힌/B_VVI+ETM	먹히/VV + ㄴ/ETM
통고/B_NNGI	통고/NNG
행동력/B_NNGII	행동력/NNG
물/B_NNG	물/NNG
연상/B_NNGI	연상/NNG
일조/B_NNGI	일조/NNG
따랐/B_VVI+EP	따르/VV + 았/EP
더니/B_ECI	더니/EC
the/B_SLII	the/SL
굽/B_VV	굽/VV
태워/B_VVI+EC	태우/VV + 어/EC
고미술/B_NNGII	고미술/NNG
권위주의/B_NNGIII	권위주의/NNG
단축/B_NNGI	단축/NNG
추천/B_NNGI	추천/NNG
자아/B_NNGI	자아/NNG
마구/B_MAGI	마구/MAG
당부/B_NNGI	당부/NNG
랑/B_JKB	랑/JKB
수월/B_XRI	수월/XR
로/B_JKB	로/JKB
공원/B_NNGI	공원/NNG
떨쳐/B_VVI+EC	떨치/VV + 어/EC
수신/B_NNGI	수신/NNG
맵시/B_NNGI	맵시/NNG
인쇄/B_NNGI	인쇄/NNG
동지/B_NNGI	동지/NNG
세상살이/B_NNGIII	세상살이/NNG
어미/B_NNGI	어미/NNG
꿀꺽/B_MAGI	꿀꺽/MAG
변하/B_VVI	변하/VV
조선어/B_NNPII	조선어/NNP
정장/B_NNGI	정장/NNG
포탄/B_NNGI	포탄/NNG
말레이시아/B_NNPIIII	말레이시아/NNP
과중/B_XRI	과중/XR
에너지/B_NNGII	에너지/NNG
희생자/B_NNGII	희생자/NNG
순발력/B_NNGII	순발력/NNG
체육부/B_NNGII	체육부/NNG
망년회/B_NNGII	망년회/NNG
자산/B_NNGI	자산/NNG
나/B_EC	나/EC
나/B_EF	나/EF
성가시/B_VAII	성가시/VA
때려치우/B_VVIII	때려치우/VV
정신없/B_VAII	정신없/VA
드디어/B_MAGII	드디어/MAG
스럽/B_XSAI	스럽/XSA
꼬박/B_MAGI	꼬박/MAG
찾아냈/B_VVII+EP	찾아내/VV + 었/EP
